,date,code,pcs_m,quantity,location,loc_date
27119,2016-01-27,G126,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27120,2016-01-27,G3,0.3,8,cordova-creek,"('cordova-creek', '2016-01-27')"
27121,2016-01-27,G153,0.11,3,cordova-creek,"('cordova-creek', '2016-01-27')"
27122,2016-01-27,G33,0.11,3,cordova-creek,"('cordova-creek', '2016-01-27')"
27123,2016-01-27,G159,0.04,1,cordova-creek,"('cordova-creek', '2016-01-27')"
27124,2016-01-27,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-01-27')"
27125,2016-01-27,G178,0.19,5,cordova-creek,"('cordova-creek', '2016-01-27')"
27126,2016-01-27,G79,0.37,10,cordova-creek,"('cordova-creek', '2016-01-27')"
27127,2016-01-27,G23,0.07,2,cordova-creek,"('cordova-creek', '2016-01-27')"
27128,2016-01-20,G175,0.19,5,cordova-creek,"('cordova-creek', '2016-01-20')"
27129,2016-01-20,G35,0.81,22,cordova-creek,"('cordova-creek', '2016-01-20')"
27130,2016-01-20,G182,0.07,2,cordova-creek,"('cordova-creek', '2016-01-20')"
27131,2016-01-20,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-01-20')"
27132,2016-01-20,G10,0.07,2,cordova-creek,"('cordova-creek', '2016-01-20')"
27133,2016-01-20,G23,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27134,2016-01-20,G79,0.81,22,cordova-creek,"('cordova-creek', '2016-01-20')"
27135,2016-01-20,G126,0.11,3,cordova-creek,"('cordova-creek', '2016-01-20')"
27136,2016-01-20,G28,0.07,2,cordova-creek,"('cordova-creek', '2016-01-20')"
27137,2016-01-20,G82,4.04,109,cordova-creek,"('cordova-creek', '2016-01-20')"
27138,2016-01-20,G152,0.19,5,cordova-creek,"('cordova-creek', '2016-01-20')"
27139,2016-01-20,G31,0.19,5,cordova-creek,"('cordova-creek', '2016-01-20')"
27140,2016-01-20,G95,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27141,2016-01-20,G158,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27142,2016-01-20,G34,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27143,2016-01-20,G178,0.59,16,cordova-creek,"('cordova-creek', '2016-01-20')"
27144,2016-01-20,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-01-20')"
27145,2016-01-20,G21,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27146,2016-01-20,G71,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27147,2016-01-20,G124,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27148,2016-01-20,G27,1.07,29,cordova-creek,"('cordova-creek', '2016-01-20')"
27149,2016-01-20,G80,0.19,5,cordova-creek,"('cordova-creek', '2016-01-20')"
27150,2016-01-20,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27151,2016-01-20,G30,3.19,86,cordova-creek,"('cordova-creek', '2016-01-20')"
27152,2016-01-20,G89,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27153,2016-01-20,G156,0.59,16,cordova-creek,"('cordova-creek', '2016-01-20')"
27154,2016-01-20,G33,0.22,6,cordova-creek,"('cordova-creek', '2016-01-20')"
27155,2016-01-20,G177,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27156,2016-01-20,G4,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27157,2016-01-20,G203,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27158,2016-01-20,G7,0.11,3,cordova-creek,"('cordova-creek', '2016-01-20')"
27159,2016-01-20,G101,0.19,5,cordova-creek,"('cordova-creek', '2016-01-20')"
27160,2016-01-20,G25,0.33,9,cordova-creek,"('cordova-creek', '2016-01-20')"
27161,2016-01-20,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27162,2016-01-20,G142,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27163,2016-01-20,G3,1.04,28,cordova-creek,"('cordova-creek', '2016-01-20')"
27164,2016-01-20,G83,0.93,25,cordova-creek,"('cordova-creek', '2016-01-20')"
27165,2016-01-20,G153,0.74,20,cordova-creek,"('cordova-creek', '2016-01-20')"
27166,2016-01-20,G32,0.15,4,cordova-creek,"('cordova-creek', '2016-01-20')"
27167,2016-01-20,G99,0.04,1,cordova-creek,"('cordova-creek', '2016-01-20')"
27168,2016-01-13,G152,0.19,5,cordova-creek,"('cordova-creek', '2016-01-13')"
27169,2016-01-13,G22,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27170,2016-01-13,G71,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27171,2016-01-13,G158,0.07,2,cordova-creek,"('cordova-creek', '2016-01-13')"
27172,2016-01-13,G3,0.89,24,cordova-creek,"('cordova-creek', '2016-01-13')"
27173,2016-01-13,G80,0.22,6,cordova-creek,"('cordova-creek', '2016-01-13')"
27174,2016-01-13,G175,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27175,2016-01-13,G32,0.22,6,cordova-creek,"('cordova-creek', '2016-01-13')"
27176,2016-01-13,G101,0.15,4,cordova-creek,"('cordova-creek', '2016-01-13')"
27177,2016-01-13,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27178,2016-01-13,G35,0.48,13,cordova-creek,"('cordova-creek', '2016-01-13')"
27179,2016-01-13,G126,0.22,6,cordova-creek,"('cordova-creek', '2016-01-13')"
27180,2016-01-13,G200,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27181,2016-01-13,G59,0.07,2,cordova-creek,"('cordova-creek', '2016-01-13')"
27182,2016-01-13,G151,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27183,2016-01-13,G21,0.44,12,cordova-creek,"('cordova-creek', '2016-01-13')"
27184,2016-01-13,G7,0.22,6,cordova-creek,"('cordova-creek', '2016-01-13')"
27185,2016-01-13,G156,0.3,8,cordova-creek,"('cordova-creek', '2016-01-13')"
27186,2016-01-13,G27,0.19,5,cordova-creek,"('cordova-creek', '2016-01-13')"
27187,2016-01-13,G8,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27188,2016-01-13,G172,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27189,2016-01-13,G31,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27190,2016-01-13,G83,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27191,2016-01-13,G10,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27192,2016-01-13,G178,0.44,12,cordova-creek,"('cordova-creek', '2016-01-13')"
27193,2016-01-13,G34,0.07,2,cordova-creek,"('cordova-creek', '2016-01-13')"
27194,2016-01-13,G125,0.07,2,cordova-creek,"('cordova-creek', '2016-01-13')"
27195,2016-01-13,G199,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27196,2016-01-13,G50,0.07,2,cordova-creek,"('cordova-creek', '2016-01-13')"
27197,2016-01-13,G145,0.15,4,cordova-creek,"('cordova-creek', '2016-01-13')"
27198,2016-01-13,G204,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27199,2016-01-13,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27200,2016-01-13,G153,0.85,23,cordova-creek,"('cordova-creek', '2016-01-13')"
27201,2016-01-13,G23,0.3,8,cordova-creek,"('cordova-creek', '2016-01-13')"
27202,2016-01-13,G79,0.52,14,cordova-creek,"('cordova-creek', '2016-01-13')"
27203,2016-01-13,G159,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27204,2016-01-13,G30,1.52,41,cordova-creek,"('cordova-creek', '2016-01-13')"
27205,2016-01-13,G82,0.52,14,cordova-creek,"('cordova-creek', '2016-01-13')"
27206,2016-01-13,G177,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27207,2016-01-13,G33,0.37,10,cordova-creek,"('cordova-creek', '2016-01-13')"
27208,2016-01-13,G124,0.56,15,cordova-creek,"('cordova-creek', '2016-01-13')"
27209,2016-01-13,G198,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27210,2016-01-13,G4,0.11,3,cordova-creek,"('cordova-creek', '2016-01-13')"
27211,2016-01-13,G142,0.07,2,cordova-creek,"('cordova-creek', '2016-01-13')"
27212,2016-01-13,G203,0.15,4,cordova-creek,"('cordova-creek', '2016-01-13')"
27213,2016-01-13,G66,0.04,1,cordova-creek,"('cordova-creek', '2016-01-13')"
27214,2016-01-06,G100,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27215,2016-01-06,G200,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27216,2016-01-06,G7,0.33,9,cordova-creek,"('cordova-creek', '2016-01-06')"
27217,2016-01-06,G125,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27218,2016-01-06,G27,0.52,14,cordova-creek,"('cordova-creek', '2016-01-06')"
27219,2016-01-06,G8,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27220,2016-01-06,G145,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27221,2016-01-06,G30,1.7,46,cordova-creek,"('cordova-creek', '2016-01-06')"
27222,2016-01-06,G87,0.19,5,cordova-creek,"('cordova-creek', '2016-01-06')"
27223,2016-01-06,G156,0.44,12,cordova-creek,"('cordova-creek', '2016-01-06')"
27224,2016-01-06,G34,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27225,2016-01-06,G177,0.26,7,cordova-creek,"('cordova-creek', '2016-01-06')"
27226,2016-01-06,G50,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27227,2016-01-06,G10,0.22,6,cordova-creek,"('cordova-creek', '2016-01-06')"
27228,2016-01-06,G198,0.07,2,cordova-creek,"('cordova-creek', '2016-01-06')"
27229,2016-01-06,G67,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27230,2016-01-06,G124,0.15,4,cordova-creek,"('cordova-creek', '2016-01-06')"
27231,2016-01-06,G25,0.07,2,cordova-creek,"('cordova-creek', '2016-01-06')"
27232,2016-01-06,G79,0.89,24,cordova-creek,"('cordova-creek', '2016-01-06')"
27233,2016-01-06,G142,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27234,2016-01-06,G3,0.78,21,cordova-creek,"('cordova-creek', '2016-01-06')"
27235,2016-01-06,G83,0.48,13,cordova-creek,"('cordova-creek', '2016-01-06')"
27236,2016-01-06,G153,0.19,5,cordova-creek,"('cordova-creek', '2016-01-06')"
27237,2016-01-06,G33,0.26,7,cordova-creek,"('cordova-creek', '2016-01-06')"
27238,2016-01-06,G172,0.37,10,cordova-creek,"('cordova-creek', '2016-01-06')"
27239,2016-01-06,G4,0.15,4,cordova-creek,"('cordova-creek', '2016-01-06')"
27240,2016-01-06,G182,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27241,2016-01-06,G66,0.11,3,cordova-creek,"('cordova-creek', '2016-01-06')"
27242,2016-01-06,G101,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27243,2016-01-06,G21,0.11,3,cordova-creek,"('cordova-creek', '2016-01-06')"
27244,2016-01-06,G71,0.07,2,cordova-creek,"('cordova-creek', '2016-01-06')"
27245,2016-01-06,G126,0.11,3,cordova-creek,"('cordova-creek', '2016-01-06')"
27246,2016-01-06,G28,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27247,2016-01-06,G82,2.78,75,cordova-creek,"('cordova-creek', '2016-01-06')"
27248,2016-01-06,G152,0.04,1,cordova-creek,"('cordova-creek', '2016-01-06')"
27249,2016-01-06,G32,0.3,8,cordova-creek,"('cordova-creek', '2016-01-06')"
27250,2016-01-06,G89,0.07,2,cordova-creek,"('cordova-creek', '2016-01-06')"
27251,2016-01-06,G158,0.07,2,cordova-creek,"('cordova-creek', '2016-01-06')"
27252,2016-01-06,G35,0.15,4,cordova-creek,"('cordova-creek', '2016-01-06')"
27253,2016-01-06,G178,0.19,5,cordova-creek,"('cordova-creek', '2016-01-06')"
27254,2016-01-06,G59,0.11,3,cordova-creek,"('cordova-creek', '2016-01-06')"
27255,2015-12-13,G124,0.22,6,cordova-creek,"('cordova-creek', '2015-12-13')"
27256,2015-12-13,G25,0.11,3,cordova-creek,"('cordova-creek', '2015-12-13')"
27257,2015-12-13,G145,0.19,5,cordova-creek,"('cordova-creek', '2015-12-13')"
27258,2015-12-13,G30,1.07,29,cordova-creek,"('cordova-creek', '2015-12-13')"
27259,2015-12-13,G158,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27260,2015-12-13,G33,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27261,2015-12-13,G177,0.15,4,cordova-creek,"('cordova-creek', '2015-12-13')"
27262,2015-12-13,G59,0.07,2,cordova-creek,"('cordova-creek', '2015-12-13')"
27263,2015-12-13,G198,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27264,2015-12-13,G8,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27265,2015-12-13,G101,0.07,2,cordova-creek,"('cordova-creek', '2015-12-13')"
27266,2015-12-13,G21,0.11,3,cordova-creek,"('cordova-creek', '2015-12-13')"
27267,2015-12-13,G128,0.07,2,cordova-creek,"('cordova-creek', '2015-12-13')"
27268,2015-12-13,G3,0.67,18,cordova-creek,"('cordova-creek', '2015-12-13')"
27269,2015-12-13,G156,0.15,4,cordova-creek,"('cordova-creek', '2015-12-13')"
27270,2015-12-13,G32,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27271,2015-12-13,G175,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27272,2015-12-13,G4,0.11,3,cordova-creek,"('cordova-creek', '2015-12-13')"
27273,2015-12-13,G182,0.11,3,cordova-creek,"('cordova-creek', '2015-12-13')"
27274,2015-12-13,G79,0.22,6,cordova-creek,"('cordova-creek', '2015-12-13')"
27275,2015-12-13,G204,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27276,2015-12-13,G82,0.67,18,cordova-creek,"('cordova-creek', '2015-12-13')"
27277,2015-12-13,G126,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27278,2015-12-13,G27,0.26,7,cordova-creek,"('cordova-creek', '2015-12-13')"
27279,2015-12-13,G152,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27280,2015-12-13,G31,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27281,2015-12-13,G172,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27282,2015-12-13,G35,0.15,4,cordova-creek,"('cordova-creek', '2015-12-13')"
27283,2015-12-13,G178,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27284,2015-12-13,G7,0.19,5,cordova-creek,"('cordova-creek', '2015-12-13')"
27285,2015-12-13,G200,0.04,1,cordova-creek,"('cordova-creek', '2015-12-13')"
27286,2015-12-13,G80,0.07,2,cordova-creek,"('cordova-creek', '2015-12-13')"
27287,2015-12-08,G178,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27288,2015-12-08,G4,0.11,3,cordova-creek,"('cordova-creek', '2015-12-08')"
27289,2015-12-08,G10,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27290,2015-12-08,G203,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27291,2015-12-08,G7,0.22,6,cordova-creek,"('cordova-creek', '2015-12-08')"
27292,2015-12-08,G125,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27293,2015-12-08,G23,0.15,4,cordova-creek,"('cordova-creek', '2015-12-08')"
27294,2015-12-08,G152,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27295,2015-12-08,G28,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27296,2015-12-08,G82,0.33,9,cordova-creek,"('cordova-creek', '2015-12-08')"
27297,2015-12-08,G158,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27298,2015-12-08,G32,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27299,2015-12-08,G177,0.11,3,cordova-creek,"('cordova-creek', '2015-12-08')"
27300,2015-12-08,G35,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27301,2015-12-08,G188,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27302,2015-12-08,G59,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27303,2015-12-08,G124,0.07,2,cordova-creek,"('cordova-creek', '2015-12-08')"
27304,2015-12-08,G211,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27305,2015-12-08,G145,0.15,4,cordova-creek,"('cordova-creek', '2015-12-08')"
27306,2015-12-08,G27,0.07,2,cordova-creek,"('cordova-creek', '2015-12-08')"
27307,2015-12-08,G8,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27308,2015-12-08,G156,0.15,4,cordova-creek,"('cordova-creek', '2015-12-08')"
27309,2015-12-08,G30,0.81,22,cordova-creek,"('cordova-creek', '2015-12-08')"
27310,2015-12-08,G96,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27311,2015-12-08,G175,0.11,3,cordova-creek,"('cordova-creek', '2015-12-08')"
27312,2015-12-08,G34,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27313,2015-12-08,G182,0.07,2,cordova-creek,"('cordova-creek', '2015-12-08')"
27314,2015-12-08,G50,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27315,2015-12-08,G101,0.26,7,cordova-creek,"('cordova-creek', '2015-12-08')"
27316,2015-12-08,G21,0.07,2,cordova-creek,"('cordova-creek', '2015-12-08')"
27317,2015-12-08,G71,0.15,4,cordova-creek,"('cordova-creek', '2015-12-08')"
27318,2015-12-08,G142,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27319,2015-12-08,G26,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27320,2015-12-08,G79,0.37,10,cordova-creek,"('cordova-creek', '2015-12-08')"
27321,2015-12-08,G153,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27322,2015-12-08,G3,0.22,6,cordova-creek,"('cordova-creek', '2015-12-08')"
27323,2015-12-08,G83,0.04,1,cordova-creek,"('cordova-creek', '2015-12-08')"
27324,2015-12-08,G172,0.15,4,cordova-creek,"('cordova-creek', '2015-12-08')"
27325,2015-12-08,G33,0.07,2,cordova-creek,"('cordova-creek', '2015-12-08')"
27326,2015-12-02,G200,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27327,2015-12-02,G79,0.19,5,cordova-creek,"('cordova-creek', '2015-12-02')"
27328,2015-12-02,G124,0.15,4,cordova-creek,"('cordova-creek', '2015-12-02')"
27329,2015-12-02,G23,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27330,2015-12-02,G145,0.11,3,cordova-creek,"('cordova-creek', '2015-12-02')"
27331,2015-12-02,G3,0.15,4,cordova-creek,"('cordova-creek', '2015-12-02')"
27332,2015-12-02,G172,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27333,2015-12-02,G32,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27334,2015-12-02,G182,0.15,4,cordova-creek,"('cordova-creek', '2015-12-02')"
27335,2015-12-02,G4,0.11,3,cordova-creek,"('cordova-creek', '2015-12-02')"
27336,2015-12-02,G199,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27337,2015-12-02,G71,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27338,2015-12-02,G101,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27339,2015-12-02,G21,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27340,2015-12-02,G82,0.19,5,cordova-creek,"('cordova-creek', '2015-12-02')"
27341,2015-12-02,G142,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27342,2015-12-02,G28,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27343,2015-12-02,G156,0.22,6,cordova-creek,"('cordova-creek', '2015-12-02')"
27344,2015-12-02,G31,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27345,2015-12-02,G178,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27346,2015-12-02,G35,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27347,2015-12-02,G198,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27348,2015-12-02,G7,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27349,2015-12-02,G203,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27350,2015-12-02,G8,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27351,2015-12-02,G126,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27352,2015-12-02,G27,0.07,2,cordova-creek,"('cordova-creek', '2015-12-02')"
27353,2015-12-02,G153,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27354,2015-12-02,G30,0.3,8,cordova-creek,"('cordova-creek', '2015-12-02')"
27355,2015-12-02,G177,0.11,3,cordova-creek,"('cordova-creek', '2015-12-02')"
27356,2015-12-02,G33,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27357,2015-12-02,G191,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27358,2015-12-02,G59,0.04,1,cordova-creek,"('cordova-creek', '2015-12-02')"
27359,2015-11-28,G126,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27360,2015-11-28,G27,0.07,2,cordova-creek,"('cordova-creek', '2015-11-28')"
27361,2015-11-28,G8,0.52,14,cordova-creek,"('cordova-creek', '2015-11-28')"
27362,2015-11-28,G156,0.07,2,cordova-creek,"('cordova-creek', '2015-11-28')"
27363,2015-11-28,G30,0.78,21,cordova-creek,"('cordova-creek', '2015-11-28')"
27364,2015-11-28,G178,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27365,2015-11-28,G34,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27366,2015-11-28,G198,0.07,2,cordova-creek,"('cordova-creek', '2015-11-28')"
27367,2015-11-28,G49,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27368,2015-11-28,G21,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27369,2015-11-28,G66,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27370,2015-11-28,G124,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27371,2015-11-28,G26,0.07,2,cordova-creek,"('cordova-creek', '2015-11-28')"
27372,2015-11-28,G79,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27373,2015-11-28,G152,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27374,2015-11-28,G3,0.15,4,cordova-creek,"('cordova-creek', '2015-11-28')"
27375,2015-11-28,G177,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27376,2015-11-28,G33,0.15,4,cordova-creek,"('cordova-creek', '2015-11-28')"
27377,2015-11-28,G191,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27378,2015-11-28,G4,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27379,2015-11-28,G200,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27380,2015-11-28,G59,0.78,21,cordova-creek,"('cordova-creek', '2015-11-28')"
27381,2015-11-28,G101,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27382,2015-11-28,G25,0.15,4,cordova-creek,"('cordova-creek', '2015-11-28')"
27383,2015-11-28,G7,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27384,2015-11-28,G145,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27385,2015-11-28,G28,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27386,2015-11-28,G82,0.96,26,cordova-creek,"('cordova-creek', '2015-11-28')"
27387,2015-11-28,G175,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27388,2015-11-28,G32,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27389,2015-11-28,G182,0.07,2,cordova-creek,"('cordova-creek', '2015-11-28')"
27390,2015-11-28,G35,0.22,6,cordova-creek,"('cordova-creek', '2015-11-28')"
27391,2015-11-28,G199,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27392,2015-11-28,G50,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27393,2015-11-28,G10,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
27394,2015-11-28,G23,0.11,3,cordova-creek,"('cordova-creek', '2015-11-28')"
27395,2015-11-28,G67,0.04,1,cordova-creek,"('cordova-creek', '2015-11-28')"
